disease,feature,k,est,p,fdr,scenario,cohort_module_pairs_pooled,note
LUAD,HGF_MET_AXIS,3,0.725839444670172,0.0958824485470312,0.148181965936321,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,HGF_MET_AXIS,2,-0.149120404640072,0.548243118217893,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,HGF_MET_AXIS,3,1.50045460986676,0.00972166570376184,0.0518488837533965,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,HGF_MET_AXIS,3,0.850905794569103,0.0447122595132573,0.143079230442423,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,IGF_INSR_AXIS,3,-0.818296397539505,0.0707632555645177,0.238988416282864,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,IGF_INSR_AXIS,2,-0.210949165213156,0.604451033210723,0.647626107011489,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,IGF_INSR_AXIS,3,-0.908539715185817,0.0162859690563893,0.0461435789931031,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,IGF_INSR_AXIS,2,0.897992716188283,0.250110320492595,0.520891464313671,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,IGF_INSR_AXIS,2,-1.0163101938081,0.105098450948527,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,IGF_INSR_AXIS,3,-0.533700748000128,0.0533832272520004,0.100831999893851,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,IGF_INSR_AXIS,3,-0.439947413609227,0.0264479926719989,0.0749359792373302,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,IGF_INSR_AXIS,2,-1.03181476798273,0.359977291053871,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,IGF_INSR_AXIS,3,-0.554171891848725,0.266300542436819,0.41750933765563,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,IGF_INSR_AXIS,3,0.0581106747826554,0.309050034356514,0.449527322700384,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,JAK_STAT,3,-0.164145345595669,0.239614391371129,0.370313150300835,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,JAK_STAT,2,0.281843560148177,0.119169166834585,0.415475115455989,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,JAK_STAT,3,-0.0522880187062402,0.107411328494747,0.140460968031592,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,JAK_STAT,2,-0.135487811829347,0.74228256929028,0.74228256929028,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,JAK_STAT,2,0.824473347310614,0.358030416897811,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,JAK_STAT,3,2.27192485109386,0.00222083208385709,0.0188770727127852,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,JAK_STAT,3,-1.01587408221567,0.00346311476636996,0.0294364755141446,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,JAK_STAT,2,-0.0269141727452973,0.950230249583168,0.950230249583168,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,JAK_STAT,3,0.681258109437736,0.0862739966164346,0.197197706551851,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,JAK_STAT,3,0.869652032264057,0.0217612423532545,0.1239794902749,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,PDGFR_KIT_CSF1R,3,0.355941293080135,0.0843488528057166,0.238988416282864,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,PDGFR_KIT_CSF1R,2,0.371803118091228,0.361202874199515,0.593654657869055,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,PDGFR_KIT_CSF1R,3,-1.02847553068845,0.000422164856491166,0.00717680256034982,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,PDGFR_KIT_CSF1R,2,-0.239326856235967,0.275766069342532,0.520891464313671,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,PDGFR_KIT_CSF1R,2,-0.109899227483877,0.416471817685008,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,PDGFR_KIT_CSF1R,3,1.83108913578667,0.00741844734661961,0.0420378682975111,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,PDGFR_KIT_CSF1R,3,-1.10920048494009,0.067083821620989,0.114048372220049,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,PDGFR_KIT_CSF1R,2,0.120762063282959,0.623732408875087,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,PDGFR_KIT_CSF1R,3,0.187578141818385,0.709787000282875,0.757106133635067,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,PDGFR_KIT_CSF1R,3,-0.26329281249023,0.341900097720129,0.452453832998598,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,PI3K_AKT,3,0.304545478307904,0.0180909545526304,0.208457116511432,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,PI3K_AKT,2,0.0802568755174248,0.155645934847379,0.415475115455989,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,PI3K_AKT,3,-0.040862428947499,0.694476274441742,0.787073111033975,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,PI3K_AKT,2,0.370094673460518,0.504240718320495,0.571472814096561,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,PI3K_AKT,2,0.999382147842966,0.462287357645229,0.491180317498055,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,PI3K_AKT,3,0.150093044684528,0.599324424140061,0.727751086455789,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,PI3K_AKT,3,0.646203760277474,0.25913058921079,0.314658572613102,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,PI3K_AKT,2,-0.29350259521451,0.169909359954244,0.906183253089301,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,PI3K_AKT,3,0.367279269463256,0.0693471442830577,0.184925718088154,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,PI3K_AKT,3,0.760996623526124,0.0268910669225003,0.1239794902749,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,RAS_MAPK,3,0.296147768171427,0.0530441113357885,0.238988416282864,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,RAS_MAPK,2,-0.237101474889345,0.266336808287633,0.499381515539311,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,RAS_MAPK,3,-0.417550952857478,0.233930170045948,0.284058063627222,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,RAS_MAPK,2,-0.489148841273993,0.458163333606076,0.556341190807378,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,RAS_MAPK,2,0.883465534422435,0.0839970752183361,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,RAS_MAPK,3,0.114831848086941,0.64819880168329,0.734625308574396,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,RAS_MAPK,3,-0.0323011397984996,0.928827589235474,0.928827589235474,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,RAS_MAPK,2,0.439053736821558,0.540276369394808,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,RAS_MAPK,3,1.14665447828512,0.00267083821638034,0.0427334114620854,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,RAS_MAPK,2,0.624312382154065,0.228938347342383,0.383044260859513,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
Asthma,RET_ALK_NTRK,3,0.0846109462172257,0.769885591664897,0.769885591664897,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,RET_ALK_NTRK,2,0.702221519290603,0.0745668255091956,0.372834127545978,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,RET_ALK_NTRK,3,-1.14327080475195,0.035774177714378,0.0760201276430533,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,RET_ALK_NTRK,2,-0.439919234041001,0.429273257390736,0.556341190807378,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,RET_ALK_NTRK,2,-1.16964025428325,0.263334426754964,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,RET_ALK_NTRK,2,-0.241989786764398,0.553259730746848,0.723493494053571,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
LUAD,RET_ALK_NTRK,3,-0.997745912743957,0.0670872777764992,0.114048372220049,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,RET_ALK_NTRK,3,-1.12946898455872,0.030994872568725,0.1239794902749,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,SRC_FAK,3,0.201997426293111,0.300096198516655,0.392433490367934,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,SRC_FAK,2,-0.278477921330642,0.0140147018466033,0.21022052769905,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,SRC_FAK,3,-0.399527047486973,0.00880910311158383,0.0374386882242313,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,SRC_FAK,2,1.36758553187531,0.0873489098384724,0.399358533729142,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,SRC_FAK,2,-0.938613061351047,0.231626686800527,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,SRC_FAK,3,0.421332330581874,0.0216228823638358,0.0735178000370419,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,SRC_FAK,3,-0.0676927254750437,0.887582105872822,0.928827589235474,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,SRC_FAK,2,-0.0903989869777204,0.640902409007456,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,SRC_FAK,3,0.581730270794891,0.199287786463329,0.35428939815703,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,SRC_FAK,3,0.462248368962017,0.239402663037195,0.383044260859513,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,TAM_AXL_AXIS,3,0.212577960225108,0.219356620588086,0.370313150300835,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
CRC,TAM_AXL_AXIS,3,0.0439361597897652,0.759920299198594,0.807415317898507,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,TAM_AXL_AXIS,2,-0.653262766244012,0.112360299706907,0.399358533729142,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,TAM_AXL_AXIS,2,-0.351924756101362,0.292103890106546,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,TAM_AXL_AXIS,3,0.806592649935283,0.0173924532757568,0.0735178000370419,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,TAM_AXL_AXIS,3,-0.298483693811025,0.0407794742911315,0.099035866135605,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,TAM_AXL_AXIS,2,-0.399482018720574,0.0926761491133087,0.74140919290647,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,TAM_AXL_AXIS,3,-0.0219450125443659,0.94164774228471,0.94164774228471,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,TGFB_SMAD,3,-0.136091509607866,0.49114456218525,0.55663050380995,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,TGFB_SMAD,2,-0.19689401287086,0.193888387212795,0.415475115455989,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,TGFB_SMAD,3,-0.604291851669304,0.00416801777868614,0.0354281511188322,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,TGFB_SMAD,2,0.520444097681927,0.397896792023167,0.556341190807378,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,TGFB_SMAD,2,1.13660913768509,0.378132839654496,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,TGFB_SMAD,3,1.13973130364381,0.0546946617418817,0.100831999893851,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,TGFB_SMAD,3,-0.846803461177225,0.0113375674469649,0.064246215532801,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,TGFB_SMAD,2,-0.618448466449469,0.283371072531065,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,TGFB_SMAD,3,0.964782472633737,0.0435594699952226,0.139390303984712,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,TGFB_SMAD,3,0.663591247774155,0.099727814024423,0.199455628048846,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,TIE_ANGPT_AXIS,3,-0.225075922356608,0.474428294668652,0.55663050380995,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,TIE_ANGPT_AXIS,2,0.107227125265384,0.395769771912703,0.593654657869055,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,TIE_ANGPT_AXIS,3,-0.157327325601436,0.103555455685206,0.140460968031592,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,TIE_ANGPT_AXIS,2,0.401362448332207,0.402661978362081,0.556341190807378,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,TIE_ANGPT_AXIS,2,0.367886121008346,0.158393605418228,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,TIE_ANGPT_AXIS,3,1.49988361949914,0.0269177937714959,0.0762670823525717,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,TIE_ANGPT_AXIS,3,-2.21722538485613,0.0212235973992208,0.0721602311573508,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,TIE_ANGPT_AXIS,2,0.190482551112248,0.689964865006061,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,TIE_ANGPT_AXIS,3,0.364417623211455,0.313132003241722,0.41750933765563,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,TIE_ANGPT_AXIS,3,0.0508914738612976,0.367618739311361,0.452453832998598,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,VEGF_PDGF_AXIS,3,-0.318548975658325,0.177478793468043,0.364933265639017,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,VEGF_PDGF_AXIS,2,-0.385987812246985,0.0395627180303111,0.296720385227333,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,VEGF_PDGF_AXIS,3,0.910328765529681,0.0746542345119263,0.115374726063886,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,VEGF_PDGF_AXIS,2,1.0237545639717,0.141610834529229,0.399358533729142,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,VEGF_PDGF_AXIS,2,0.808570398833122,0.148514324626323,0.472001393376343,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,VEGF_PDGF_AXIS,3,1.75352818011205,0.0593129411140298,0.100831999893851,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,VEGF_PDGF_AXIS,3,-1.20781509815084,0.0193848205974983,0.0721602311573508,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,VEGF_PDGF_AXIS,2,0.169082315942198,0.79370704894193,0.919661679056586,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,VEGF_PDGF_AXIS,3,0.289969923023666,0.393555364906378,0.484375833730927,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,VEGF_PDGF_AXIS,3,0.623597442170167,0.0564047375926842,0.150412633580491,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,WNT_CTNNB1,3,-0.55079336941894,0.0245243666484038,0.208457116511432,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
COPD,WNT_CTNNB1,2,-0.525496294100538,0.189145787155745,0.415475115455989,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
CRC,WNT_CTNNB1,3,2.80345878009869,0.0135953846858031,0.0461435789931031,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
ESCC,WNT_CTNNB1,2,0.585422817470789,0.0811221396547785,0.399358533729142,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
HCC,WNT_CTNNB1,2,0.354175326184387,0.573830440507998,0.573830440507998,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
IBD,WNT_CTNNB1,3,0.15053069950135,0.730276296397272,0.770608934586456,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
LUAD,WNT_CTNNB1,3,-0.760932852582995,0.254770624927574,0.314658572613102,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,WNT_CTNNB1,2,0.082836599039974,0.0191384409054684,0.306215054487494,coverage >= 0.60,2,threshold applied to the module coverage of each cohort-module pair
PAAD,WNT_CTNNB1,3,1.02803593813987,0.0393702145516885,0.139390303984712,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
STAD,WNT_CTNNB1,3,0.836244745364086,0.0834077668900991,0.190646324320226,coverage >= 0.60,3,threshold applied to the module coverage of each cohort-module pair
Asthma,EPH_RECEPTORS,3,0.149957153913401,0.27606598106283,0.400128264688874,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
CRC,EPH_RECEPTORS,3,2.25484763862376,0.00816308832136224,0.0352364124463353,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,EPH_RECEPTORS,2,-0.388996239834087,0.380658710399866,0.572704167007595,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,EPH_RECEPTORS,2,-0.186920782928567,0.274627294887602,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,EPH_RECEPTORS,3,-0.100069979219483,0.770608934586456,0.770608934586456,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,EPH_RECEPTORS,3,1.37654015831525,0.0560746814873682,0.109923970681981,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,EPH_RECEPTORS,2,-0.14089221205073,0.862182824115549,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,EPH_RECEPTORS,3,0.978803194046275,0.139206152690811,0.261011536295271,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
STAD,EPH_RECEPTORS,3,1.56719726693813,0.0154515169280368,0.1239794902749,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,ERBB_LIGANDS,3,-0.248715662477111,0.147199469334186,0.383383026193806,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
COPD,ERBB_LIGANDS,2,-0.143883887129669,0.494288399535055,0.549209332816728,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
CRC,ERBB_LIGANDS,3,-0.402298938241559,0.0584702318207639,0.116940463641528,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,ERBB_LIGANDS,2,-0.502518197896739,0.0206037959941235,0.309056939911852,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,ERBB_LIGANDS,2,-0.833441932511757,0.392228280064468,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,ERBB_LIGANDS,3,0.615046621050884,0.284218920930561,0.454750273488897,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,ERBB_LIGANDS,3,-0.169213687834068,0.631143417243362,0.721306762563842,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,ERBB_LIGANDS,2,0.125596579190446,0.618039308987193,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,ERBB_LIGANDS,3,0.500782697328845,0.00716345412630461,0.0486083285188092,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
STAD,ERBB_LIGANDS,3,-0.31166629183861,0.453422312595659,0.456902562385869,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,ERBB_RECEPTORS,3,-0.441141421988087,0.0565172548367801,0.22606901934712,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
CRC,ERBB_RECEPTORS,3,-0.0867944633426476,0.864781343818,0.864781343818,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,ERBB_RECEPTORS,2,-0.923873043282417,0.146868505716176,0.411104372956469,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,ERBB_RECEPTORS,2,-0.528332352667163,0.0661351790414987,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,ERBB_RECEPTORS,3,-1.49362404801439,6.10591513493046e-05,0.000976946421588873,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,ERBB_RECEPTORS,3,0.985669803446403,0.153874072552125,0.2051654300695,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,ERBB_RECEPTORS,2,-0.12030634176465,0.73898629250212,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,ERBB_RECEPTORS,3,0.158143050431548,0.298863732713721,0.426998186238712,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
STAD,ERBB_RECEPTORS,3,-0.250765903707943,0.456902562385869,0.456902562385869,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,FGFR_AXIS,3,-0.158563111336145,0.528164936104842,0.563375931845165,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
COPD,FGFR_AXIS,2,-0.192455350788257,0.550327589323342,0.550327589323342,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
CRC,FGFR_AXIS,3,-1.61486384771969,0.0201575925298152,0.0645042960954085,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,FGFR_AXIS,2,-0.338543918548958,0.709689692552471,0.74228256929028,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,FGFR_AXIS,2,-0.558215245569507,0.242792881231899,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,FGFR_AXIS,3,-0.152114907038824,0.527937934888739,0.737630060480076,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,FGFR_AXIS,3,-2.0083442487795,0.00291390723339685,0.0277049181309597,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,FGFR_AXIS,2,-0.0795298757752892,0.832603993498374,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,FGFR_AXIS,3,-0.290097404478526,0.475742769671553,0.548933965005638,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,HGF_MET_AXIS,3,-0.265868861925229,0.193199964161833,0.383383026193806,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
CRC,HGF_MET_AXIS,3,0.945421350106088,0.0421875585447105,0.0964287052450526,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,HGF_MET_AXIS,2,0.768043668852381,0.164441749182588,0.411104372956469,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,HGF_MET_AXIS,2,-0.676701112697302,0.321384319733022,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,HGF_MET_AXIS,3,1.56109039617935,0.0465623838920072,0.105445228647164,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,HGF_MET_AXIS,3,0.725839444670172,0.0958824485470312,0.139465379704773,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,HGF_MET_AXIS,2,-0.149120404640072,0.548243118217893,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,HGF_MET_AXIS,3,1.50045460986676,0.00972166570376184,0.0486083285188092,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
STAD,HGF_MET_AXIS,3,0.850905794569103,0.0447122595132573,0.134136778539772,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,JAK_STAT,3,-0.164145345595669,0.239614391371129,0.383383026193806,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
CRC,JAK_STAT,3,-0.0522880187062402,0.107411328494747,0.143215104659663,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,JAK_STAT,2,-0.135487811829347,0.74228256929028,0.74228256929028,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,JAK_STAT,2,0.824473347310614,0.358030416897811,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,JAK_STAT,3,2.27192485109386,0.00222083208385709,0.0177666566708567,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,JAK_STAT,3,-1.01587408221567,0.00346311476636996,0.0277049181309597,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,JAK_STAT,2,-0.0269141727452973,0.950230249583168,0.950230249583168,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
PAAD,JAK_STAT,3,0.681258109437736,0.0862739966164346,0.18487284989236,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
Asthma,PDGFR_KIT_CSF1R,3,0.355941293080135,0.0843488528057166,0.269916328978293,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
COPD,PDGFR_KIT_CSF1R,2,0.371803118091228,0.361202874199515,0.494712214890879,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
CRC,PDGFR_KIT_CSF1R,3,-1.02847553068845,0.000422164856491166,0.00675463770385865,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
ESCC,PDGFR_KIT_CSF1R,2,-0.239326856235967,0.275766069342532,0.572704167007595,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
HCC,PDGFR_KIT_CSF1R,2,-0.109899227483877,0.416471817685008,0.475967791640009,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
IBD,PDGFR_KIT_CSF1R,3,1.83108913578667,0.00741844734661961,0.0395650525153046,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
LUAD,PDGFR_KIT_CSF1R,3,-1.10920048494009,0.067083821620989,0.109923970681981,coverage >= 0.80,3,threshold applied to the module coverage of each cohort-module pair
NAFLD,PDGFR_KIT_CSF1R,2,0.120762063282959,0.623732408875087,0.923767311552374,coverage >= 0.80,2,threshold applied to the module coverage of each cohort-module pair
